callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.get_node
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,output_data,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.link_to_pandas
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,output_data,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.link_traffic_state_to_pandas.to_csv
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,_operator,_operator,range
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,ave_TT.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,show_dataframe,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer.DataFrameViewer,DataFrameViewer
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_accurate_traj,turtle,turtle,l.xss.l.xss.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,output_data,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.link_traffic_state_to_pandas
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,turtle,turtle,origs_new.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,show_dataframe,inspect,inspect,viewer.show
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_accurate_traj,turtle,turtle,l.tss.l.tss.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,_operator,_operator,len
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.addLink
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,output_data,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.vehicles_to_pandas.to_csv
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.addLink
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,inspect,inspect,np.average
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,lzma,lzma,np.zeros
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,output_data,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.vehicles_to_pandas
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,std_TT.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.get_node
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,output_data,apps/UXsim/uxsim/utils.py,uxsim.utils,catch_exceptions_and_warn
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,np.std
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,save_world,++imported++,PyQt5.QtWidgets,QFileDialog.getSaveFileName
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,numpy,numpy,max
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,asyncio,asyncio,depature_time.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.figure
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,turtle,turtle,dests_new.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,save_world,aifc,aifc,open
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,lzma,lzma,np.zeros
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,inspect,inspect,node.inlinks.values
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,save_world,marshal,marshal,pickle.dump
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,save_world,numpy,numpy,print
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,inspect,inspect,node.outlinks.values
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.title
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,numpy,numpy,np.linspace
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,numpy,numpy,max
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,osm_network_to_World,numpy,numpy,print
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.errorbar
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,save_world,numpy,numpy,print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.xlabel
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,++imported++,matplotlib,colormaps.colormaps
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,++imported++,collections,ddict
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_nodes2nodes2,numpy,numpy,W.rng.choice
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,osm_network_to_World,aifc,aifc,warnings.warn
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,save_world,turtle,turtle,str
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.ylabel
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,update_graph,optparse,optparse,self.t_slider.value
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,_operator,_operator,range
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,boundingRect,++imported++,PyQt5.QtCore,QRectF
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.legend
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,turtle,turtle,plt.plot
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,++imported++,PyQt5.QtGui,QColor
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.figure
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,import_osm_data,turtle,turtle,type
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.show
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.setBrush
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,_operator,_operator,range
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,update_graph,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,self.graph_widget.set_t
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.title
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.drawEllipse
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,update_graph,asyncio,asyncio,self.t_label.setText
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,turtle,turtle,dict_od_to_vehid.dict_od_to_vehid.append
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.plot
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,builtins,builtins,int
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W_orig.finalize_scenario
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.xlabel
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,import_osm_data,turtle,turtle,type
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,super.__init__
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,update_graph,numpy,numpy,format
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,turtle,turtle,plt.text
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.figure
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,++imported++,collections,ddict
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,++imported++,PyQt5.QtGui,QPen
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,turtle,turtle,super
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,play_animation,asyncio,asyncio,self.play_button.setEnabled
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_random_routes
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.title
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setRenderHint
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,asyncio,asyncio,time.time
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.setPen
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,play_animation,_tracemalloc,_tracemalloc,self.stop_button.setEnabled
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,_operator,_operator,range
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,numpy,numpy,print
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.plot
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,import_osm_data,turtle,turtle,str
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setScene
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,play_animation,_tracemalloc,_tracemalloc,self.timer.start
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.ylim
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,_operator,_operator,range
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,_operator,_operator,range
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,++imported++,PyQt5.QtWidgets,QGraphicsScene
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,stop_animation,asyncio,asyncio,self.play_button.setEnabled
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,_operator,_operator,len
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,import_osm_data,builtins,builtins,int
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.xlabel
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setSceneRect
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,stop_animation,_tracemalloc,_tracemalloc,self.stop_button.setEnabled
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.figure
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setDragMode
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,stop_animation,_tracemalloc,_tracemalloc,self.timer.stop
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,numpy,numpy,sum
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.title
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,lzma,lzma,np.zeros
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,turtle,turtle,tuple
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setTransformationAnchor
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,solve,turtle,turtle,dict_od_to_routes.keys
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,_operator,_operator,random.sample
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,numpy,numpy,path.pointAtPercent
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.plot
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,update_t,optparse,optparse,self.t_slider.value
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,turtle,turtle,list
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_convergence,turtle,turtle,plt.ylim
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_extract_network_from_geodataframe,++imported++,shapely.geometry,Point
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,super.__init__
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,numpy,numpy,path.pointAtPercent
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,builtins,builtins,zip
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,turtle,turtle,selected.append
apps/UXsim/uxsim/utils.py,uxsim.utils,wrapper,aifc,aifc,warnings.warn
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,lzma,lzma,np.zeros
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,turtle,turtle,tuple
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_extract_network_from_geodataframe,numpy,numpy,round
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,update_t,asyncio,asyncio,self.t_slider.setValue
apps/UXsim/uxsim/utils.py,uxsim.utils,lange,_operator,_operator,range
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,++imported++,pathlib,QPainterPath
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,tournament_selection,numpy,numpy,max
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_extract_network_from_geodataframe,numpy,numpy,round
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,builtins,builtins,int
apps/UXsim/uxsim/utils.py,uxsim.utils,wrapper,turtle,turtle,type
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,optparse,optparse,segment_path.lineTo
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,networkx,networkx,draw.text
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,_operator,_operator,len
apps/UXsim/uxsim/utils.py,uxsim.utils,wrapper,turtle,turtle,str
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.drawPath
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_curve_direction,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,self.graph_widget.set_curve_direction
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_extract_network_from_geodataframe,turtle,turtle,nodes.append
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,_operator,_operator,random.sample
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,import_osm_data,builtins,builtins,float
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,aifc,aifc,ValueError
apps/UXsim/uxsim/utils.py,uxsim.utils,lange,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,lzma,lzma,np.zeros
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Node,NodeItem
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,import_osm_data,turtle,turtle,links.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,numpy,numpy,path.pointAtPercent
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_extract_network_from_geodataframe,++imported++,shapely.geometry,Point
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,_operator,_operator,draw.line
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,_operator,_operator,self.scene.addItem
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,toggle_show_names,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,self.graph_widget.set_show_names
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,turtle,turtle,sorted
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/utils.py,uxsim.utils,printtry,_operator,_operator,callable
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,_operator,_operator,self.scene
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.fontMetrics
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,_operator,_operator,range
apps/UXsim/uxsim/utils.py,uxsim.utils,printtry,ast,ast,arg
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,apps/UXsim/uxsim/utils.py,uxsim.utils,lange
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,toggle_show_vehicles,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,self.graph_widget.set_show_vehicles
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/utils.py,uxsim.utils,printtry,numpy,numpy,print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,builtins,builtins,int
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,_operator,_operator,len
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,font_metrics.boundingRect
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,_operator,_operator,draw.line
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,crossover,inspect,inspect,enumerate
apps/UXsim/uxsim/utils.py,uxsim.utils,printtry,numpy,numpy,print
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_extract_network_from_geodataframe,turtle,turtle,links.append
